測定日時,ロットid,工程,工程詳細,ジャケット温度,内容物温度,ジャケット圧,外気温,湿度
2025/2/3 6:40,KMC2025020301A200,昇温,,118.1,49.9,0.38,7.7,46
2025/2/3 6:41,KMC2025020301A200,昇温,,118.9,52.5,0.38,7.7,45.4
2025/2/3 6:42,KMC2025020301A200,昇温,,119.4,55.1,0.38,7.2,45.3
2025/2/3 6:43,KMC2025020301A200,昇温,,119.8,57.9,0.38,6.5,45.2
2025/2/3 6:44,KMC2025020301A200,昇温,,120.2,60.8,0.38,6.2,44.5
2025/2/3 6:45,KMC2025020301A200,昇温,,120.4,63.5,0.38,6.6,44.3
2025/2/3 6:46,KMC2025020301A200,昇温,,120.6,66.4,0.38,6.1,45.1
2025/2/3 6:47,KMC2025020301A200,昇温,,120.9,69.1,0.38,7.6,45
2025/2/3 6:48,KMC2025020301A200,昇温,,121.1,71.7,0.38,8.2,44.2
2025/2/3 6:49,KMC2025020301A200,昇温,,121.1,74.2,0.38,5.5,45.8
2025/2/3 6:50,KMC2025020301A200,昇温,,121.3,77,0.38,7.8,45.6
2025/2/3 6:51,KMC2025020301A200,昇温,,121.3,79.4,0.38,5.7,46
2025/2/3 6:52,KMC2025020301A200,煮込み,工程切替,121.4,82,0.184,7,45.7
2025/2/3 6:53,KMC2025020301A200,煮込み,工程切替,121.2,85,0.004,7.1,44.9
2025/2/3 6:54,KMC2025020301A200,煮込み,放熱OFF,82.3,85,0.01,7,45.5
2025/2/3 6:55,KMC2025020301A200,煮込み,放熱OFF,82.9,84.9,0.009,7.2,44.7
2025/2/3 6:56,KMC2025020301A200,煮込み,放熱OFF,81.5,84.7,0.006,7.3,44.2
2025/2/3 6:57,KMC2025020301A200,煮込み,放熱OFF,81.9,84.9,-0.006,7.4,45.8
2025/2/3 6:58,KMC2025020301A200,煮込み,放熱OFF,82.8,85.1,0.006,7.3,44.8
2025/2/3 6:59,KMC2025020301A200,煮込み,放熱OFF,82,85,-0.005,6.9,44.5
2025/2/3 7:00,KMC2025020301A200,煮込み,放熱OFF,80.7,84.9,0.005,6.8,45.9
2025/2/3 7:01,KMC2025020301A200,煮込み,加熱ON,93.6,84.8,0.091,6.5,44.2
2025/2/3 7:02,KMC2025020301A200,煮込み,放熱OFF,81,84.5,0.056,6.5,45.6
2025/2/3 7:03,KMC2025020301A200,煮込み,加熱ON,94.2,84.7,0.124,7,45.6
2025/2/3 7:04,KMC2025020301A200,煮込み,加熱ON,93.3,84.4,0.175,7.3,44.5
2025/2/3 7:05,KMC2025020301A200,煮込み,放熱OFF,82.4,84.7,0.103,7.2,45.7
2025/2/3 7:06,KMC2025020301A200,煮込み,放熱OFF,81.7,85,0.065,7,45.1
2025/2/3 7:07,KMC2025020301A200,煮込み,放熱OFF,82.1,85.1,0.046,7.2,44.1
2025/2/3 7:08,KMC2025020301A200,煮込み,放熱OFF,82.2,85.3,0.027,7.3,44.7
2025/2/3 7:09,KMC2025020301A200,煮込み,放熱OFF,82.4,85.3,0.018,6.7,45.7
2025/2/3 7:10,KMC2025020301A200,煮込み,放熱OFF,81.2,85.4,0.001,7.3,44.3
2025/2/3 7:11,KMC2025020301A200,煮込み,放熱OFF,82.6,85.3,0.008,6.6,45.5
2025/2/3 7:12,KMC2025020301A200,煮込み,加熱ON,93.2,85,0.091,6.8,45.4
2025/2/3 7:13,KMC2025020301A200,煮込み,加熱ON,93.3,84.6,0.16,7.4,44.2
2025/2/3 7:14,KMC2025020301A200,煮込み,放熱OFF,82.2,84.6,0.1,6.8,45.9
2025/2/3 7:15,KMC2025020301A200,煮込み,放熱OFF,82.4,84.8,0.055,7.1,45.5
2025/2/3 7:16,KMC2025020301A200,煮込み,放熱OFF,81.8,84.8,0.036,7.7,45.5
2025/2/3 7:17,KMC2025020301A200,煮込み,放熱OFF,82.7,84.9,0.027,6.7,44.7
2025/2/3 7:18,KMC2025020301A200,煮込み,放熱OFF,81.9,85,0.023,6.9,45.8
2025/2/3 7:19,KMC2025020301A200,煮込み,放熱OFF,82.2,85.2,0.005,6.4,44.9
2025/2/3 7:20,KMC2025020301A200,煮込み,放熱OFF,81.5,85.2,-0.004,6.2,44.3
2025/2/3 7:21,KMC2025020301A200,煮込み,加熱ON,93.1,85,0.081,6.2,44.8
2025/2/3 7:22,KMC2025020301A200,煮込み,放熱OFF,82.4,84.7,0.057,5.9,45.6
2025/2/3 7:23,KMC2025020301A200,煮込み,加熱ON,93.3,84.9,0.13,6.5,44.5
2025/2/3 7:24,KMC2025020301A200,煮込み,放熱OFF,81.6,84.6,0.078,6.9,44.8
2025/2/3 7:25,KMC2025020301A200,煮込み,放熱OFF,82.6,84.9,0.052,7.5,45.1
2025/2/3 7:26,KMC2025020301A200,煮込み,放熱OFF,82.8,84.9,0.025,7.7,44.8
2025/2/3 7:27,KMC2025020301A200,煮込み,放熱OFF,82.6,84.9,0.019,7.7,44.7
2025/2/3 7:28,KMC2025020301A200,煮込み,放熱OFF,81.3,85.1,0.008,6.6,44.4
2025/2/3 7:29,KMC2025020301A200,煮込み,放熱OFF,82.9,85.1,0.007,7.7,44.6
2025/2/3 7:30,KMC2025020301A200,煮込み,放熱OFF,81.9,85.2,0.001,7.7,44.7
2025/2/3 7:31,KMC2025020301A200,煮込み,放熱OFF,82.4,85,-0.002,7.7,45.9
2025/2/3 7:32,KMC2025020301A200,煮込み,加熱ON,93.3,84.8,0.085,7.4,44.8
2025/2/3 7:33,KMC2025020301A200,煮込み,加熱ON,93.2,84.6,0.142,6.7,45.8
2025/2/3 7:34,KMC2025020301A200,煮込み,放熱OFF,81.9,84.6,0.081,5.8,45.5
2025/2/3 7:35,KMC2025020301A200,煮込み,放熱OFF,82.1,84.8,0.053,7,44.8
2025/2/3 7:36,KMC2025020301A200,煮込み,放熱OFF,82.7,84.8,0.037,7.4,45.2
2025/2/3 7:37,KMC2025020301A200,煮込み,放熱OFF,82.1,84.8,0.015,8.4,45.1
2025/2/3 7:38,KMC2025020301A200,煮込み,放熱OFF,83,84.9,0.005,6.3,45.1
2025/2/3 7:39,KMC2025020301A200,煮込み,放熱OFF,82.1,85.1,-0.005,8.1,45.8
2025/2/3 7:40,KMC2025020301A200,煮込み,放熱OFF,82.6,85.2,0.001,6.5,44.7
2025/2/3 7:41,KMC2025020301A200,煮込み,放熱OFF,81.2,85,-0.005,7.1,45.3
2025/2/3 7:42,KMC2025020301A200,煮込み,加熱ON,94,84.8,0.073,8,45.2
2025/2/3 7:43,KMC2025020301A200,煮込み,放熱OFF,81.6,84.4,0.034,6.4,45.3
2025/2/3 7:44,KMC2025020301A200,煮込み,加熱ON,94.3,84.7,0.11,8.5,44.9
2025/2/3 7:45,KMC2025020301A200,煮込み,放熱OFF,81.5,84.4,0.057,7.7,44.8
2025/2/3 7:46,KMC2025020301A200,煮込み,加熱ON,93.6,84.8,0.131,7.9,45.9
2025/2/3 7:47,KMC2025020301A200,煮込み,放熱OFF,83.4,84.7,0.081,6.7,45.3
2025/2/3 7:48,KMC2025020301A200,煮込み,放熱OFF,83.3,85.1,0.057,6.2,44.7
2025/2/3 7:49,KMC2025020301A200,煮込み,放熱OFF,83.3,85.3,0.025,5.5,44.1
2025/2/3 7:50,KMC2025020301A200,煮込み,放熱OFF,82,85.5,0.015,6,45.9
2025/2/3 7:51,KMC2025020301A200,煮込み,放熱OFF,81.6,85.3,0.002,5.6,45.9
2025/2/3 7:52,KMC2025020301A200,煮込み,加熱ON,93.4,84.9,0.074,6.5,45.3
2025/2/3 7:53,KMC2025020301A200,煮込み,加熱ON,93.1,84.6,0.143,5,44.5
2025/2/3 7:54,KMC2025020301A200,煮込み,デッドタイム,93.1,84.7,0.143,5,44.5
2025/2/3 7:56,KMC2025020301A200,冷却,,12.5,85,0.15,7,45.2
2025/2/3 7:57,KMC2025020301A200,冷却,,12.5,85,0.149,7.1,44.1
2025/2/3 7:58,KMC2025020301A200,冷却,,12.5,81.9,0.154,7.2,45
2025/2/3 7:59,KMC2025020301A200,冷却,,12.5,78.9,0.162,7.4,45.7
2025/2/3 8:00,KMC2025020301A200,冷却,,12.5,75.9,0.163,7.2,44.6
2025/2/3 8:01,KMC2025020301A200,冷却,,12.5,73.1,0.162,7.2,44
2025/2/3 8:02,KMC2025020301A200,冷却,,12.5,70.6,0.167,6.8,44.8
2025/2/3 8:03,KMC2025020301A200,冷却,,12.5,68.1,0.176,6.6,46
2025/2/3 8:04,KMC2025020301A200,冷却,,12.5,65.6,0.184,6.8,45.6
2025/2/3 8:05,KMC2025020301A200,冷却,,12.5,63.3,0.186,7.1,44.5
2025/2/3 8:06,KMC2025020301A200,冷却,,12.5,61.1,0.193,6.7,44.2
2025/2/3 8:07,KMC2025020301A200,冷却,,12.5,59,0.193,7.3,45.5
2025/2/3 8:08,KMC2025020301A200,冷却,,12.5,56.8,0.184,7,45.6
2025/2/3 8:09,KMC2025020301A200,冷却,,12.5,54.9,0.187,7.7,44.8
2025/2/3 8:10,KMC2025020301A200,冷却,,12.5,53.1,0.189,6.7,45.4
2025/2/3 8:11,KMC2025020301A200,冷却,,12.5,51.4,0.18,7,45.2
2025/2/3 8:12,KMC2025020301A200,冷却,,12.5,49.7,0.184,7.1,45.1
2025/2/3 8:13,KMC2025020301A200,冷却,,12.5,48,0.174,7.3,44.6
2025/2/3 8:14,KMC2025020301A200,冷却,,12.5,46.4,0.184,7.5,45.5
2025/2/3 8:15,KMC2025020301A200,冷却,,12.5,44.9,0.189,7.3,44.3
2025/2/3 8:16,KMC2025020301A200,冷却,,12.5,43.5,0.187,7.9,45.1
2025/2/3 8:17,KMC2025020301A200,冷却,,12.5,42,0.184,8.1,44.7
2025/2/3 8:18,KMC2025020301A200,冷却,,12.5,40.6,0.181,6.9,44.5
2025/2/3 8:19,KMC2025020301A200,冷却,,12.5,39.3,0.191,7.4,44.5
2025/2/3 8:20,KMC2025020301A200,冷却,,12.5,38.1,0.182,7.5,45
2025/2/3 8:21,KMC2025020301A200,冷却,,12.5,37,0.182,6.2,45.1
2025/2/3 8:22,KMC2025020301A200,冷却,,12.5,35.8,0.178,6.2,45
2025/2/3 8:23,KMC2025020301A200,冷却,,12.5,34.7,0.17,6.1,44.5
2025/2/3 8:24,KMC2025020301A200,冷却,,12.5,33.7,0.169,7.8,45.7
2025/2/3 8:25,KMC2025020301A200,冷却,,12.5,32.6,0.173,7.6,45.1
2025/2/3 8:26,KMC2025020301A200,冷却,,12.5,31.7,0.173,7.7,45.5
2025/2/3 8:27,KMC2025020301A200,冷却,,12.5,30.9,0.178,6.5,44.4
2025/2/3 8:28,KMC2025020301A200,冷却,,12.5,30,0.18,8.8,45.9
2025/2/3 8:29,KMC2025020301A200,冷却,,12.5,29.2,0.188,8.4,45.9
2025/2/3 8:30,KMC2025020301A200,冷却,,12.5,28.4,0.194,6.5,45.3
2025/2/3 8:31,KMC2025020301A200,冷却,,12.5,27.8,0.184,6.1,45
2025/2/3 8:32,KMC2025020301A200,冷却,,12.5,27.1,0.189,7,45.8
2025/2/3 8:33,KMC2025020301A200,冷却,,12.5,26.4,0.195,8,44.3
2025/2/3 8:34,KMC2025020301A200,冷却,,12.5,25.8,0.2,7.8,44.3
2025/2/3 8:35,KMC2025020301A200,冷却,,12.5,25.1,0.191,5.5,44.9
2025/2/3 8:36,KMC2025020301A200,充填移送,攪拌待機中,12.7,24.5,0,7,44.5
2025/2/3 8:37,KMC2025020301A200,充填移送,攪拌待機中,12.6,24.1,0,7.1,44.9
2025/2/3 8:38,KMC2025020301A200,充填移送,攪拌待機中,12.7,24.4,0,7.2,44.9
2025/2/3 8:39,KMC2025020301A200,充填移送,攪拌待機中,12.9,24.7,0,7.3,45.3
2025/2/3 8:40,KMC2025020301A200,充填移送,攪拌待機中,12.9,24.8,0,6.9,44.6
2025/2/3 8:41,KMC2025020301A200,充填移送,攪拌待機中,13,25,0,7,44.8
2025/2/3 8:42,KMC2025020301A200,充填移送,攪拌待機中,13.1,25.3,0,6.8,45.5
2025/2/3 8:43,KMC2025020301A200,充填移送,攪拌待機中,13,25.6,0,6.3,45.9
2025/2/3 8:44,KMC2025020301A200,充填移送,攪拌待機中,13,25.8,0,7.2,45.3
2025/2/3 8:45,KMC2025020301A200,充填移送,攪拌待機中,12.9,26,0,6.8,44.4
2025/2/3 8:46,KMC2025020301A200,充填移送,攪拌待機中,13,26.1,0,7.3,44.6
2025/2/3 8:47,KMC2025020301A200,充填移送,攪拌待機中,13,26.4,0,7,45
2025/2/3 8:48,KMC2025020301A200,充填移送,攪拌待機中,13,26.6,0,7.6,44.7
2025/2/3 8:49,KMC2025020301A200,充填移送,攪拌待機中,13.2,26.9,0,7.5,44.8
2025/2/3 8:50,KMC2025020301A200,充填移送,攪拌待機中,13.2,27,0,8,44.6
2025/2/3 8:51,KMC2025020301A200,充填移送,攪拌待機中,13.1,27.1,0,6.1,45.2
2025/2/3 8:52,KMC2025020301A200,充填移送,攪拌待機中,13,27.2,0,7.3,44.1
2025/2/3 8:53,KMC2025020301A200,充填移送,攪拌待機中,13,27.3,0,7.6,45.3
2025/2/3 8:54,KMC2025020301A200,充填移送,攪拌待機中,12.9,27.3,0,7.2,44.8
2025/2/3 8:55,KMC2025020301A200,充填移送,攪拌待機中,12.9,27.3,0,7.2,44.3
2025/2/3 8:56,KMC2025020301A200,充填移送,攪拌待機中,12.8,27.3,0,8.1,44.7
2025/2/3 8:57,KMC2025020301A200,充填移送,攪拌待機中,12.7,27.5,0,8.2,45.8
2025/2/3 8:58,KMC2025020301A200,充填移送,攪拌待機中,12.6,27.6,0,5.9,45.8
2025/2/3 8:59,KMC2025020301A200,充填移送,攪拌待機中,12.7,27.8,0,8.4,45.9
2025/2/3 9:00,KMC2025020301A200,充填移送,攪拌待機中,12.6,28,0,7,45.3
2025/2/3 9:01,KMC2025020301A200,充填移送,攪拌待機中,12.7,28.2,0,7.4,44.5
2025/2/3 9:02,KMC2025020301A200,充填移送,攪拌待機中,12.8,28.3,0,8.4,45.1
2025/2/3 9:03,KMC2025020301A200,充填移送,攪拌待機中,12.8,28.6,0,5.6,45.7
2025/2/3 9:04,KMC2025020301A200,充填移送,攪拌待機中,13,28.8,0,8,45.2
2025/2/3 9:05,KMC2025020301A200,充填移送,攪拌待機中,12.9,28.8,0,6.2,44.3
2025/2/3 9:06,KMC2025020301A200,洗浄,荒洗い,11.6,29,0,7,44.7
2025/2/3 9:07,KMC2025020301A200,洗浄,荒洗い,12.5,29.2,0,7.2,45.2
2025/2/3 9:08,KMC2025020301A200,洗浄,荒洗い,12.1,6.5,0,7.3,45.8
2025/2/3 9:09,KMC2025020301A200,洗浄,荒洗い,12.2,7.2,0,7.2,45.6
2025/2/3 9:10,KMC2025020301A200,洗浄,荒洗い,12.3,6.7,0,7.1,44.1
2025/2/3 9:11,KMC2025020301A200,洗浄,昇温,39.2,6.2,0,7,45.2
2025/2/3 9:12,KMC2025020301A200,洗浄,昇温,59.5,7,0.088,6.6,46
2025/2/3 9:13,KMC2025020301A200,洗浄,昇温,74.7,10.1,0.157,6.7,45.6
2025/2/3 9:14,KMC2025020301A200,洗浄,昇温,86.2,15.1,0.211,6.6,45.7
2025/2/3 9:15,KMC2025020301A200,洗浄,昇温,94.7,20.9,0.253,6.7,44.3
2025/2/3 9:16,KMC2025020301A200,洗浄,昇温,101,27.5,0.285,7,44.8
2025/2/3 9:17,KMC2025020301A200,洗浄,昇温,105.7,34.1,0.311,7.1,45.4
2025/2/3 9:18,KMC2025020301A200,洗浄,昇温,109.2,40.7,0.33,7.4,44
2025/2/3 9:19,KMC2025020301A200,洗浄,昇温,111.7,47.1,0.346,7.3,44.8
2025/2/3 9:20,KMC2025020301A200,洗浄,昇温,113.7,53.2,0.358,7.6,45.2
2025/2/3 9:21,KMC2025020301A200,洗浄,高温保持,100,59.2,0.3,6.7,44.3
2025/2/3 9:22,KMC2025020301A200,洗浄,高温保持,100.2,64.5,0.3,7.2,44.7
2025/2/3 9:23,KMC2025020301A200,洗浄,高温保持,100.4,95.1,0.3,6.3,45.3
2025/2/3 9:24,KMC2025020301A200,洗浄,高温保持,100.4,95.2,0.3,6.3,45.2
2025/2/3 9:25,KMC2025020301A200,洗浄,高温保持,100.2,95.2,0.3,6.2,45
2025/2/3 9:26,KMC2025020301A200,洗浄,高温保持,100,95.3,0.3,7.4,45.1
2025/2/3 9:27,KMC2025020301A200,洗浄,高温保持,99.8,95.1,0.3,7.3,44.8
2025/2/3 9:28,KMC2025020301A200,洗浄,高温保持,99.6,95.1,0.3,7.6,44.6
2025/2/3 9:29,KMC2025020301A200,洗浄,高温保持,99.6,95.3,0.3,7.9,44.5
2025/2/3 9:30,KMC2025020301A200,洗浄,高温保持,99.8,95.2,0.3,7.8,44.5
2025/2/3 9:31,KMC2025020301A200,洗浄,冷却,8.2,95.2,0.15,6.2,44.1
2025/2/3 9:32,KMC2025020301A200,洗浄,冷却,8.9,95.2,0.15,6.9,44.6
2025/2/3 9:33,KMC2025020301A200,洗浄,冷却,8,90.8,0.15,6,45
2025/2/3 9:34,KMC2025020301A200,洗浄,冷却,8.9,86.8,0.15,6.9,45.1
2025/2/3 9:35,KMC2025020301A200,洗浄,冷却,9,82.9,0.15,7,45.1
2025/2/3 9:36,KMC2025020301A200,洗浄,冷却,8.3,79.4,0.15,6.3,45.6
2025/2/3 9:37,KMC2025020301A200,洗浄,冷却,9.8,76,0.15,7.8,45.5
2025/2/3 9:38,KMC2025020301A200,洗浄,冷却,9.6,72.9,0.15,7.6,45.3
2025/2/3 9:39,KMC2025020301A200,洗浄,冷却,8.5,70.2,0.15,6.5,45.9
2025/2/3 9:40,KMC2025020301A200,洗浄,冷却,8.8,67.6,0.15,6.8,44.2
2025/2/3 9:41,KMC2025020301A200,洗浄,冷却,9.6,65.2,0.15,7.6,44.7
2025/2/3 9:42,KMC2025020301A200,洗浄,冷却,9.2,62.8,0.15,7.2,44.1
2025/2/3 9:43,KMC2025020301A200,洗浄,冷却,8.1,60.4,0.15,6.1,45.3
2025/2/3 9:44,KMC2025020301A200,洗浄,冷却,7.6,58.4,0.15,5.6,45.1
2025/2/3 9:45,KMC2025020301A200,洗浄,冷却,8.8,56.5,0.15,6.8,44
2025/2/3 9:46,KMC2025020301A200,洗浄,冷却,9.1,54.6,0.15,7.1,45.8
2025/2/3 9:47,KMC2025020301A200,洗浄,冷却,10.3,52.7,0.15,8.3,44.4
2025/2/3 9:48,KMC2025020301A200,洗浄,冷却,9.8,51.2,0.15,7.8,44.8
2025/2/3 9:49,KMC2025020301A200,洗浄,冷却,9.8,49.8,0.15,7.8,45.5
2025/2/3 9:50,KMC2025020301A200,洗浄,冷却,10,48.4,0.15,8,45.9
2025/2/3 9:51,KMC2025020301A200,洗浄,冷却,10.3,47,0.15,8.3,44.8
2025/2/3 9:52,KMC2025020301A200,洗浄,冷却,7.9,45.7,0.15,5.9,44.5
2025/2/3 9:53,KMC2025020301A200,洗浄,冷却,8.4,44.6,0.15,6.4,44
2025/2/3 9:54,KMC2025020301A200,洗浄,冷却,9.5,43.2,0.15,7.5,45.8
2025/2/3 9:55,KMC2025020301A200,洗浄,冷却,8.8,42.1,0.15,6.8,45
2025/2/3 9:56,KMC2025020301A200,洗浄,冷却,8.5,40.9,0.15,6.5,45.4
2025/2/3 9:57,KMC2025020301A200,洗浄,冷却,10,40,0.15,8,44.4
2025/2/3 9:58,KMC2025020301A200,洗浄,冷却,9.4,39.1,0.15,7.4,45.5
2025/2/3 9:59,KMC2025020301A200,洗浄,冷却,10.2,38.3,0.15,8.2,44.2
2025/2/3 10:00,KMC2025020301A200,洗浄,冷却,8.6,37.7,0.15,6.6,45.2
2025/2/3 10:01,KMC2025020301A200,洗浄,冷却,10.7,36.8,0.15,8.7,45
2025/2/3 10:02,KMC2025020301A200,洗浄,冷却,7.5,36.2,0.15,5.5,45.7
2025/2/3 10:03,KMC2025020301A200,洗浄,冷却,8.6,35.4,0.15,6.6,45.3
2025/2/3 10:04,KMC2025020301A200,洗浄,冷却,9.3,34.8,0.15,7.3,44
2025/2/3 10:05,KMC2025020301A200,洗浄,冷却,9.9,34.2,0.15,7.9,45.5
2025/3/3 6:00,KMC2025030301A200,材料仕込み,仕込み開始,10.1,33.6,-0.008,10,49.2
2025/3/3 6:01,KMC2025030301A200,材料仕込み,水投入,10.6,33.1,-0.008,10.2,50.4
2025/3/3 6:02,KMC2025030301A200,材料仕込み,水投入,10.5,11,0,10.3,50.5
2025/3/3 6:03,KMC2025030301A200,材料仕込み,冷凍肉投入,10.5,9.5,0,10.4,50.4
2025/3/3 6:04,KMC2025030301A200,材料仕込み,冷凍肉投入,10.2,9.5,0,9.9,49.5
2025/3/3 6:05,KMC2025030301A200,材料仕込み,冷凍肉投入,10.5,9.5,0,10.3,49
2025/3/3 6:06,KMC2025030301A200,材料仕込み,冷凍野菜投入,10,9.5,0,9.5,49.6
2025/3/3 6:07,KMC2025030301A200,材料仕込み,冷凍野菜投入,10,9.5,0,9.7,49.5
2025/3/3 6:08,KMC2025030301A200,材料仕込み,冷凍野菜投入,11,9.5,0,10.5,49.7
2025/3/3 6:09,KMC2025030301A200,材料仕込み,香辛料投入,9.9,9.5,0,10,49.7
2025/3/3 6:10,KMC2025030301A200,材料仕込み,香辛料投入,9.5,9.5,0,9.9,49.5
2025/3/3 6:11,KMC2025030301A200,材料仕込み,小麦粉投入,10,9.5,0,9.8,49.6
2025/3/3 6:12,KMC2025030301A200,材料仕込み,小麦粉投入,10,9.8,0,9.8,50.5
2025/3/3 6:13,KMC2025030301A200,材料仕込み,調味料投入,10.2,10,0,10.6,50.3
2025/3/3 6:14,KMC2025030301A200,材料仕込み,調味料投入,10.2,9.9,0,10.1,50.7
2025/3/3 6:15,KMC2025030301A200,材料仕込み,撹拌,9.6,9.8,0,9.2,49.4
2025/3/3 6:16,KMC2025030301A200,材料仕込み,撹拌,8.8,9.6,0,8.9,49.8
2025/3/3 6:17,KMC2025030301A200,材料仕込み,撹拌,9.9,9.5,0,10,49.6
2025/3/3 6:18,KMC2025030301A200,材料仕込み,撹拌,9.2,9.8,0,9,50.8
2025/3/3 6:19,KMC2025030301A200,材料仕込み,撹拌,10.5,9.8,0,10.5,50.3
2025/3/3 6:22,KMC2025030301A200,昇温,,17.1,10.2,0,10,50.1
2025/3/3 6:23,KMC2025030301A200,昇温,,19.3,10.1,0.073,10.2,49.7
2025/3/3 6:24,KMC2025030301A200,昇温,,21.3,10.3,0.132,10.3,49.6
2025/3/3 6:25,KMC2025030301A200,昇温,,23.3,12.9,0.18,10.2,50.8
2025/3/3 6:26,KMC2025030301A200,昇温,,43.1,15.5,0.22,10.1,50.9
2025/3/3 6:27,KMC2025030301A200,昇温,,59,18.1,0.253,9.8,49.7
2025/3/3 6:28,KMC2025030301A200,昇温,,71.6,20.7,0.28,9.6,50
2025/3/3 6:29,KMC2025030301A200,昇温,,81.7,23,0.301,9.6,49.1
2025/3/3 6:30,KMC2025030301A200,昇温,,89.8,25.7,0.319,9.7,49.4
2025/3/3 6:31,KMC2025030301A200,昇温,,96.4,27.8,0.334,10.3,50.8
2025/3/3 6:32,KMC2025030301A200,昇温,,101.6,30.4,0.346,10.1,49.7
2025/3/3 6:33,KMC2025030301A200,昇温,,105.7,33.1,0.356,10.1,50.9
2025/3/3 6:34,KMC2025030301A200,昇温,,109.1,35.6,0.364,10.5,50.8
2025/3/3 6:35,KMC2025030301A200,昇温,,111.7,38.4,0.37,10,50.3
2025/3/3 6:36,KMC2025030301A200,昇温,,113.8,41.1,0.376,9.7,49
2025/3/3 6:37,KMC2025030301A200,昇温,,115.6,43.8,0.38,10.5,49.3
2025/3/3 6:38,KMC2025030301A200,昇温,,116.9,46.5,0.38,9.8,49.4
2025/3/3 6:39,KMC2025030301A200,昇温,,118,49,0.38,10.2,50.3
2025/3/3 6:40,KMC2025030301A200,昇温,,118.9,51.4,0.38,9.9,51
2025/3/3 6:41,KMC2025030301A200,昇温,,119.5,54,0.38,9.5,50.5
2025/3/3 6:42,KMC2025030301A200,昇温,,120.1,56.5,0.38,10.6,49.3
2025/3/3 6:43,KMC2025030301A200,昇温,,120.5,58.7,0.38,9.8,49.4
2025/3/3 6:44,KMC2025030301A200,昇温,,120.9,61.4,0.38,9.4,49.4
2025/3/3 6:45,KMC2025030301A200,昇温,,121.1,64,0.38,9.2,49.2
2025/3/3 6:46,KMC2025030301A200,昇温,,121.5,66.9,0.38,11.8,51
2025/3/3 6:47,KMC2025030301A200,昇温,,121.7,69.6,0.38,11.6,50.5
2025/3/3 6:48,KMC2025030301A200,昇温,,121.9,72.5,0.38,11.9,50.6
2025/3/3 6:49,KMC2025030301A200,昇温,,122,74.8,0.38,9,50.1
2025/3/3 6:50,KMC2025030301A200,昇温,,122.1,77.4,0.38,11.3,50
2025/3/3 6:51,KMC2025030301A200,昇温,,122.2,79.8,0.38,11.6,51
2025/3/3 6:52,KMC2025030301A200,煮込み,工程切替,122.2,82.2,0.195,10,50.3
2025/3/3 6:53,KMC2025030301A200,煮込み,工程切替,122,84.8,0.009,10.2,50.2
2025/3/3 6:54,KMC2025030301A200,煮込み,放熱OFF,82,84.8,0.012,10,50.2
2025/3/3 6:55,KMC2025030301A200,煮込み,加熱ON,93.7,84.9,0.098,10.1,50.9
2025/3/3 6:56,KMC2025030301A200,煮込み,放熱OFF,82.2,84.6,0.063,10.3,49.4
2025/3/3 6:57,KMC2025030301A200,煮込み,放熱OFF,81.5,85.1,0.041,10.4,50.3
2025/3/3 6:58,KMC2025030301A200,煮込み,放熱OFF,82.2,85.1,0.028,10.2,50
2025/3/3 6:59,KMC2025030301A200,煮込み,放熱OFF,81.8,85.1,0.018,10.2,49.5
2025/3/3 7:00,KMC2025030301A200,煮込み,放熱OFF,81.2,85.3,0.02,10,49.8
2025/3/3 7:01,KMC2025030301A200,煮込み,放熱OFF,82,85.2,0.006,9.9,50.6
2025/3/3 7:02,KMC2025030301A200,煮込み,加熱ON,93.9,84.9,0.085,9.4,50.3
2025/3/3 7:03,KMC2025030301A200,煮込み,加熱ON,93.4,84.4,0.146,9.7,49.2
2025/3/3 7:04,KMC2025030301A200,煮込み,放熱OFF,82.5,84.6,0.086,10,49.1
2025/3/3 7:05,KMC2025030301A200,煮込み,加熱ON,93.3,84.9,0.155,10.3,49.3
2025/3/3 7:06,KMC2025030301A200,煮込み,放熱OFF,81.9,84.7,0.094,9.8,49.9
2025/3/3 7:07,KMC2025030301A200,煮込み,放熱OFF,83.2,85,0.051,10.7,49.6
2025/3/3 7:08,KMC2025030301A200,煮込み,放熱OFF,82.7,85,0.03,10.7,49.3
2025/3/3 7:09,KMC2025030301A200,煮込み,放熱OFF,81.4,85.2,0.021,10,50.1
2025/3/3 7:10,KMC2025030301A200,煮込み,放熱OFF,82,85.2,0.018,10.3,49.8
2025/3/3 7:11,KMC2025030301A200,煮込み,放熱OFF,82.5,85.2,0.013,9.9,49
2025/3/3 7:12,KMC2025030301A200,煮込み,放熱OFF,80.9,85.1,0.015,9.5,49.7
2025/3/3 7:13,KMC2025030301A200,煮込み,放熱OFF,81.9,85.1,0.001,9.5,49.6
2025/3/3 7:14,KMC2025030301A200,煮込み,加熱ON,93.7,84.9,0.089,10.3,50.7
2025/3/3 7:15,KMC2025030301A200,煮込み,放熱OFF,81,84.5,0.047,9.7,49.4
2025/3/3 7:16,KMC2025030301A200,煮込み,加熱ON,93.7,84.7,0.116,9.5,49.4
2025/3/3 7:17,KMC2025030301A200,煮込み,放熱OFF,81.3,84.6,0.065,10.6,49.2
2025/3/3 7:18,KMC2025030301A200,煮込み,放熱OFF,81.6,84.8,0.049,9.9,50.1
2025/3/3 7:19,KMC2025030301A200,煮込み,放熱OFF,81.7,84.7,0.021,9.5,50.5
